    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    0,-0.1185104245101000E-01, 0.0000000000000000E+00, 0.2456561200548000E-07, 0.0000000000000000E+00             
    2,    1,-0.7988759042756000E-09,-0.2213810111122000E-07, 0.2276116014003000E-07, 0.2286648368439000E-07             
    2,    2, 0.2470083625411000E-03,-0.2743996430843000E-03, 0.5013087928547000E-07, 0.5050757491806000E-07             
    3,    0, 0.4154981024282000E-04, 0.0000000000000000E+00, 0.1453672951932000E-07, 0.0000000000000000E+00             
    3,    1, 0.2340079342437000E-04, 0.6215018428847000E-04, 0.1863482711104000E-07, 0.1871787894794000E-07             
    3,    2,-0.1919635618177000E-04, 0.7075349564119000E-04, 0.1524863868637000E-07, 0.1564227581091000E-07             
    3,    3,-0.4879325446678000E-04,-0.9003134919201000E-04, 0.2585298284894000E-07, 0.2560230366782000E-07             
    4,    0, 0.5729720060629000E-03, 0.0000000000000000E+00, 0.2185343534947000E-07, 0.0000000000000000E+00             
    4,    1,-0.2273677022552000E-04,-0.2335926511333000E-05, 0.2510459156652000E-07, 0.2516052379969000E-07             
    4,    2, 0.1237570666553000E-04,-0.1721973926429000E-04, 0.2778435537089000E-07, 0.2784098183024000E-07             
    4,    3,-0.2342924474126000E-04,-0.3341490028719000E-05, 0.2133061303480000E-07, 0.2149939551321000E-07             
    4,    4, 0.2661662148132000E-04, 0.2754292578786000E-04, 0.2067155304846000E-07, 0.2068421531594000E-07             
    5,    0,-0.3663162869250000E-06, 0.0000000000000000E+00, 0.3534191205991000E-07, 0.0000000000000000E+00             
    5,    1, 0.1531089910649000E-04,-0.2230571558840000E-04, 0.3512915335509000E-07, 0.3529042858227000E-07             
    5,    2,-0.1168961539658000E-04, 0.7408656979944000E-05, 0.3316960369790000E-07, 0.3319919355199000E-07             
    5,    3, 0.2466039755584000E-04,-0.2730210507947000E-04, 0.4070778444996000E-07, 0.4086275083668000E-07             
    5,    4,-0.3337594253481000E-04, 0.2206834014593000E-04, 0.2937020916968000E-07, 0.2932876387212000E-07             
    5,    5,-0.2347548415221000E-04, 0.1936188133024000E-04, 0.3373977057021000E-07, 0.3234709659442000E-07             
    6,    0,-0.2277940990413000E-04, 0.0000000000000000E+00, 0.5076843074848000E-07, 0.0000000000000000E+00             
    6,    1, 0.6788864224941000E-05, 0.2788943951504000E-04, 0.5470488769741000E-07, 0.5482450328509000E-07             
    6,    2,-0.3525760980733000E-05,-0.5253189612731000E-05, 0.4919743685476000E-07, 0.4963179194682000E-07             
    6,    3,-0.9876437672753000E-05, 0.3852811175552000E-04, 0.4612633894746000E-07, 0.4644666337399000E-07             
    6,    4, 0.1065543614198000E-04,-0.8331129491156000E-05, 0.4858396663750000E-07, 0.4860076898599000E-07             
    6,    5, 0.2256470027371000E-04,-0.3954413613876000E-05, 0.4634291307745000E-07, 0.4708532156661000E-07             
    6,    6,-0.2233459312628000E-04,-0.5815695096237000E-05, 0.3971771733406000E-07, 0.3999544972768000E-07             
    7,    0, 0.1695996652509000E-05, 0.0000000000000000E+00, 0.8073450714200000E-07, 0.0000000000000000E+00             
    7,    1,-0.9767608786555000E-06,-0.6411999208105000E-06, 0.8365739388901000E-07, 0.8386972721665000E-07             
    7,    2, 0.2397579370798000E-04,-0.5926209635673000E-05, 0.7757155177899000E-07, 0.7826475886556000E-07             
    7,    3,-0.1828638071873000E-04,-0.6990232623753000E-05, 0.7033202209515000E-07, 0.7033641214266000E-07             
    7,    4, 0.1232075771095000E-04,-0.1072636657071000E-04, 0.6290609175378000E-07, 0.6248561868567001E-07             
    7,    5, 0.2698843081720000E-05,-0.2339758003515000E-04, 0.7753867027683001E-07, 0.7767646472815000E-07             
    7,    6, 0.5978728478891000E-06,-0.4632344086950000E-05, 0.7009411286061000E-07, 0.6960054858072000E-07             
    7,    7, 0.5257671177855000E-05,-0.1444333488160000E-04, 0.5727271096019000E-07, 0.5741936689555000E-07             
    8,    0, 0.5805512278367000E-05, 0.0000000000000000E+00, 0.1347236509787000E-06, 0.0000000000000000E+00             
    8,    1,-0.5553876577305000E-05,-0.1179534523580000E-05, 0.1377041400662000E-06, 0.1377692664403000E-06             
    8,    2,-0.1592953384238000E-04, 0.7048383757567000E-05, 0.1281239111371000E-06, 0.1299115183390000E-06             
    8,    3,-0.8817246923372000E-05, 0.1608678029510000E-06, 0.1148833348397000E-06, 0.1146844418800000E-06             
    8,    4,-0.3108764961679000E-05, 0.1114997461355000E-04, 0.1013162384352000E-06, 0.1005647686420000E-06             
    8,    5, 0.3195850127876000E-05, 0.4910335037129000E-05, 0.1062062846655000E-06, 0.1056180223083000E-06             
    8,    6, 0.1424164305132000E-05,-0.1408742536448000E-04, 0.1075717203611000E-06, 0.1067278625022000E-06             
    8,    7,-0.1054434834939000E-04, 0.1350450990998000E-04, 0.1069050643400000E-06, 0.1075010978825000E-06             
    8,    8, 0.3891629200318000E-05, 0.9104856705061001E-05, 0.8325219060968001E-07, 0.8389812867480000E-07             
    9,    0, 0.1115116210849000E-05, 0.0000000000000000E+00, 0.2229676620109000E-06, 0.0000000000000000E+00             
    9,    1, 0.5200010627558000E-05, 0.1334683483473000E-04, 0.2231523666480000E-06, 0.2238164059441000E-06             
    9,    2, 0.1768161577502000E-04, 0.4005648265366000E-05, 0.2076786454690000E-06, 0.2098523611141000E-06             
    9,    3,-0.2001637416301000E-04,-0.6821823497007000E-05, 0.1938195294137000E-06, 0.1935774332584000E-06             
    9,    4,-0.8196788527307999E-05, 0.2544759070456000E-05, 0.1683139401759000E-06, 0.1675816554876000E-06             
    9,    5, 0.2925709943575000E-05,-0.9048218763858000E-05, 0.1609918591585000E-06, 0.1638717837652000E-06             
    9,    6, 0.5785804705188000E-05, 0.3021334734954000E-05, 0.1755306290031000E-06, 0.1748276343811000E-06             
    9,    7,-0.2206873540636000E-05, 0.2315281150462000E-04, 0.1739950618838000E-06, 0.1746133471460000E-06             
    9,    8,-0.7428353758341000E-05,-0.1433531315975000E-04, 0.1705868477832000E-06, 0.1716184509940000E-06             
    9,    9, 0.2602166978340000E-05, 0.9050469858636000E-05, 0.1257006384584000E-06, 0.1263906206293000E-06             
   10,    0,-0.1529761815317000E-04, 0.0000000000000000E+00, 0.3658548800801000E-06, 0.0000000000000000E+00             
   10,    1,-0.2666108359958000E-05,-0.6631260205835000E-05, 0.3697130328550000E-06, 0.3702459379134000E-06             
   10,    2, 0.1777306666163000E-05,-0.5334556199543000E-05, 0.3503217756576000E-06, 0.3531030018189000E-06             
   10,    3,-0.1755001456766000E-05,-0.2215897460914000E-04, 0.3136948935160000E-06, 0.3150108060877000E-06             
   10,    4, 0.6919288155075000E-05,-0.3896946798663000E-05, 0.2811682553510000E-06, 0.2810362953181000E-06             
   10,    5,-0.1572443982927000E-05,-0.1403754373756000E-04, 0.2575749680736000E-06, 0.2530973925210000E-06             
   10,    6,-0.1599560715922000E-04,-0.1914496988287000E-05, 0.2250882976797000E-06, 0.2229212575759000E-06             
   10,    7,-0.5814724335706000E-05, 0.5455641221340000E-05, 0.2727153730295000E-06, 0.2713711425533000E-06             
   10,    8,-0.5051261173524000E-05, 0.7369875067196000E-05, 0.2888476584578000E-06, 0.2885314684719000E-06             
   10,    9, 0.2671606526433000E-05, 0.2485861095373000E-04, 0.2695181828290000E-06, 0.2696223540003000E-06             
   10,   10, 0.1472834351095000E-04,-0.7234432665483000E-05, 0.2044681585023000E-06, 0.2038021016542000E-06             
   11,    0,-0.3049735410462000E-05, 0.0000000000000000E+00, 0.6044987170674000E-06, 0.0000000000000000E+00             
   11,    1, 0.7507519331028000E-05, 0.1136511823512000E-04, 0.6033432423610000E-06, 0.6022272870302000E-06             
   11,    2,-0.4445822766344000E-05, 0.6825623959814000E-05, 0.5793079592769000E-06, 0.5850827629401000E-06             
   11,    3, 0.9975435580381001E-05, 0.8332470933631000E-06, 0.5432253775135001E-06, 0.5435222946278000E-06             
   11,    4, 0.8561998293560999E-05,-0.4566750138698000E-05, 0.4657072922624000E-06, 0.4642358287183000E-06             
   11,    5, 0.9114761427777999E-05,-0.1259677494680000E-04, 0.4272401967349000E-06, 0.4280461399766000E-06             
   11,    6, 0.1000224013269000E-04,-0.2277139506510000E-05, 0.3737147011553000E-06, 0.3740090188190000E-06             
   11,    7,-0.1783041745170000E-04, 0.1363650245359000E-04, 0.3525393706634000E-06, 0.3517050055239000E-06             
   11,    8,-0.2185816158394000E-05,-0.1986544145753000E-05, 0.4239485579609000E-06, 0.4233970769941000E-06             
   11,    9,-0.9622088359895999E-05,-0.5463300456298000E-05, 0.4646382521938000E-06, 0.4644229789210000E-06             
   11,   10, 0.4563292055513000E-05, 0.1673494386921000E-04, 0.4172330640134000E-06, 0.4145098342700000E-06             
   11,   11,-0.7965672021127999E-05,-0.1056973601987000E-05, 0.3003335750234000E-06, 0.3006413936809000E-06             
   12,    0, 0.7961843911871000E-05, 0.0000000000000000E+00, 0.9969914075348001E-06, 0.0000000000000000E+00             
   12,    1, 0.1189469211758000E-04,-0.5714457095654000E-05, 0.9965125077223000E-06, 0.9973026680424000E-06             
   12,    2, 0.7435321121513000E-05,-0.1163160876248000E-04, 0.9598261973782000E-06, 0.9691665470718001E-06             
   12,    3, 0.6635567315088000E-05, 0.1853870648539000E-04, 0.8969111372576000E-06, 0.8963674043739000E-06             
   12,    4, 0.9941916638833000E-05, 0.4106511022962000E-05, 0.7904572839959000E-06, 0.7896020203454000E-06             
   12,    5,-0.4244829792186000E-05,-0.9343449390665000E-05, 0.6986584941640000E-06, 0.6946878396550000E-06             
   12,    6,-0.1032821213930000E-04,-0.1749573380398000E-05, 0.6387729516730000E-06, 0.6404600354996000E-06             
   12,    7,-0.6356877536184000E-05,-0.5209765004958000E-05, 0.5755276746007000E-06, 0.5764064198901000E-06             
   12,    8,-0.4222330883495000E-05, 0.3936888123153000E-05, 0.6008192135759000E-06, 0.6037346237192000E-06             
   12,    9, 0.9246853092050000E-05, 0.1992084515397000E-05, 0.6664016353453000E-06, 0.6666212604662000E-06             
   12,   10,-0.8254686562399000E-05,-0.2860196766889000E-05, 0.7548006924846000E-06, 0.7557947049831000E-06             
   12,   11,-0.6031018499954000E-06,-0.1237239482346000E-04, 0.6217141415384000E-06, 0.6167633768789000E-06             
   12,   12,-0.8092212058613001E-05,-0.1593829729373000E-04, 0.4532121114956000E-06, 0.4581557656195000E-06             
   13,    0,-0.7763563866801000E-06, 0.0000000000000000E+00, 0.1629854485303000E-05, 0.0000000000000000E+00             
   13,    1, 0.1538837124652000E-05,-0.1711838186704000E-05, 0.1613216391700000E-05, 0.1607802024321000E-05             
   13,    2, 0.3928310528325000E-05, 0.3230477057946000E-05, 0.1565246200463000E-05, 0.1581436677201000E-05             
   13,    3, 0.2277502383348000E-05, 0.5387150900686000E-05, 0.1495759733519000E-05, 0.1499939924837000E-05             
   13,    4,-0.3883043900436000E-05, 0.1368273586095000E-04, 0.1321146672520000E-05, 0.1319849864387000E-05             
   13,    5,-0.9620055071258000E-05,-0.4766622370823000E-05, 0.1173065983728000E-05, 0.1180875685375000E-05             
   13,    6,-0.4241587232733000E-05,-0.4775137147530000E-05, 0.1040864818962000E-05, 0.1040717295729000E-05             
   13,    7,-0.1869512285100000E-05,-0.4432952579177000E-05, 0.9983982485258000E-06, 0.1000752373306000E-05             
   13,    8,-0.1304427926649000E-04,-0.7227197910601000E-05, 0.8929702654049000E-06, 0.8941150906141000E-06             
